reviews.text,reviews.rating,sentiment,clean_text,aspects_found
"Sound quality excellent, functionality is smooth, App required a day or two for full comprehension. System works beautifully, my sons especially have enjoyed the lighting integration with our LIFX and the Amazon Prime Music requests. Will be expanding the system when ""Dot"" returns.",5,positive,sound quality excellent functionality smooth app required day two full comprehension system work beautifully son especially enjoyed lighting integration lifx amazon prime music request expanding system dot return,['quality']
"This just is so much fun to use. So easy to ask for music to be played. Quality is good too. We ask about our sports teams and ask for jokes. We just sit and laugh at how this works. We are just starting to use it for our shopping list. We used to use OneNote, but it is so easy to ask Alexa to add a product to the shopping list. She repeats it and has always gotten it right. You can also add it manually on the app. We love playing around with it and are learning new commands.",5,positive,much fun use easy ask music played quality good ask sport team ask joke sit laugh work starting use shopping list used use onenote easy ask alexa add product shopping list repeat always gotten right also add manually app love playing around learning new command,['quality']
"I bought this speaker for my nephew , he is 25 and he loved it. It is a great speaker. It can understand most commands. Sound quality is very good. I would have given it 5 stars if it had a rechargeable battery. It has to be plugged in all the time , no battery.",4,positive,bought speaker nephew loved great speaker understand command sound quality good would given star rechargeable battery plugged time battery,"['quality', 'battery']"
"Great sound quality, amazing microphone. Very cool experience to come home, tell ""Alexa"" to turn on the lights and play music from spotify. Well worth the price.",5,positive,great sound quality amazing microphone cool experience come home tell alexa turn light play music spotify well worth price,"['price', 'quality']"
"It's a fun little toy but lacks practicality. In order to make it user friendly, I recommend a battery for it. You will also need Amazon prime in order for the music to play worth a darn. Otherwise you will be stuck searching through your phone for your song.",3,neutral,fun little toy lack practicality order make user friendly recommend battery also need amazon prime order music play worth darn otherwise stuck searching phone song,['battery']
I've seen this devise from a friend and was really impressed with its performance. It was delightful and fun to see it worked. I bought it at the right tim when it went on sale.,5,positive,ive seen devise friend really impressed performance delightful fun see worked bought right tim went sale,['performance']
Somewhat awkward to setup in Canada but once done it is an amazing source of useful features. Enjoy the link to my Spotify subscription and some of the new apps that are created for the Echo. It even has a sense of humour and sharp answers to stupid questions. Well worth the price.,5,positive,somewhat awkward setup canada done amazing source useful feature enjoy link spotify subscription new apps created echo even sense humour sharp answer stupid question well worth price,['price']
This product has great sound quality and easy to use. I love it and have given it as a gift twice now.,5,positive,product great sound quality easy use love given gift twice,['quality']
"The echo works well, has good sound and is an interesting concept. Where it falls short is in the quality of the search results. It often responds that it doesn't understand the question or does not have information about what is asked. I have returned and will purchase the Google home system when it is released.",4,positive,echo work well good sound interesting concept fall short quality search result often responds doesnt understand question information asked returned purchase google home system released,['quality']
"Get up to the minute news traffic and weather reports. Answers general questions, and the speaker quality is great for music.",5,positive,get minute news traffic weather report answer general question speaker quality great music,['quality']
"I'd been looking for a decent table radio for a very long time. Best Buy had a Deal-of-the-Day on these and I thought, what the heck, here's a table radio you can talk to. It does a whole lot more than that, and there is quite a learning curve, not so much in how to use it, but to learn what all is available for it and then how to make that functionality useful. The sound quality is easily that of a good table radio and aside from telling it to play a radio station I can play tons of stuff from Prime Music online and add skills whenever I need them from the skills store. (All the skills I've seen so far are free so ""store"" is kind of a loose term.) It responds to your voice immediately and is easier to use than Siri or Cortana. With all the alarms, timers, shipment trackers, wall street reports, entertainment updates, etc, it's like living with a gifted, less snooty concierge. I like it and would buy another if this one ever broke.",5,positive,id looking decent table radio long time best buy dealoftheday thought heck here table radio talk whole lot quite learning curve much use learn available make functionality useful sound quality easily good table radio aside telling play radio station play ton stuff prime music online add skill whenever need skill store skill ive seen far free store kind loose term responds voice immediately easier use siri cortana alarm timer shipment tracker wall street report entertainment update etc like living gifted less snooty concierge like would buy another one ever broke,['quality']
"Alexa is not only fun to ask questions to, but she also tells jokes, weather, news, TV programs, how to spell a word, sports updates and any thing else you can think of. She is a hands free google. You can even have her send flowers for you. More and more aps are coming available. I love listening to either Pandora or Iheart radio, the sound quality is very good. We also have our lamp hooked up so she can turn this off and on when you tell her to.",5,positive,alexa fun ask question also tell joke weather news tv program spell word sport update thing else think hand free google even send flower aps coming available love listening either pandora iheart radio sound quality good also lamp hooked turn tell,['quality']
"I absolutely love Alexa (the wake-up name for the Echo). She tells me a funny fact every morning after I say ""Alexa, good morning"" then I tell her to play my favorite wake-up song(Good Morning Starshine) followed by the local weather and morning news. I get free music all day long from Amazon Prime and I can always hear a Chuck Norris joke. The sound quality is amazing, comparable to a Bose system and it was perfect for our last party. I get updates all the time for new stuff Alexa can do. I love my Echo and find it endlessly fascinating!",5,positive,absolutely love alexa wakeup name echo tell funny fact every morning say alexa good morning tell play favorite wakeup songgood morning starshine followed local weather morning news get free music day long amazon prime always hear chuck norris joke sound quality amazing comparable bose system perfect last party get update time new stuff alexa love echo find endlessly fascinating,['quality']
"I was in need of a new small speaker for music in the kitchen. The Echo has been a surprisingly awesome addition to my home. You know that best friend in college you listened to music with who had the most extensive selection of bootleg cassette tapes you had ever seen? With my prime account through Amazon, I have spent countless hours playing music long forgotten. ""Amazon, play {insert artist here}..."" and I am reconnected to old music and exposed to new. I love asking Amazon about the weather while making my coffee. The sound quality is fantastic. There is so much that the Echo can do that I have yet to explore. I started using the grocery list this morning and feel like there is more and more to get out of my Echo. I will be buying an Echo for my folks soon- and my teenagers love it. 5 stars!",5,positive,need new small speaker music kitchen echo surprisingly awesome addition home know best friend college listened music extensive selection bootleg cassette tape ever seen prime account amazon spent countless hour playing music long forgotten amazon play insert artist reconnected old music exposed new love asking amazon weather making coffee sound quality fantastic much echo yet explore started using grocery list morning feel like get echo buying echo folk soon teenager love star,['quality']
"This things great! I have it control, lights, my alarm system, & my thermostat. It integrates with IFTTT like a dream as well. The only drawback is having to remember all of the command phrases verbatim. Sound quality is pretty decent unless you turn it out real loud....",4,positive,thing great control light alarm system thermostat integrates ifttt like dream well drawback remember command phrase verbatim sound quality pretty decent unless turn real loud,['quality']
"I was skeptical about the uses for the Amazon Echo and of Alexa but after using it for several weeks, I enjoy the ease of interaction and the accuracy of Alexa. The sound quality from the speaker is very good and I often use the Echo as my go-to audio device when I'm needing some background music for reading, cooking, cleaning, etc.",5,positive,skeptical us amazon echo alexa using several week enjoy ease interaction accuracy alexa sound quality speaker good often use echo goto audio device im needing background music reading cooking cleaning etc,['quality']
"I was intrigued by this device and wanted to give it a try. I also have the Bose sound link mini and have to say the sound quality for music is better on the Bose if music is the sole reason for your purchase. For information and requesting a quick song or radio station, this thing rocks. You have to take time letting Alexa learn your voice but overall, the voice recognition is much better than Siri. My one complaint is that it doesn't sync with my Apple Calendar. Come on Amazon, cut a deal with Apple! Anyway, I give this a thumbs up and a 4 star rating. Get one. You won't have buyer's remorse.",4,positive,intrigued device wanted give try also bose sound link mini say sound quality music better bose music sole reason purchase information requesting quick song radio station thing rock take time letting alexa learn voice overall voice recognition much better siri one complaint doesnt sync apple calendar come amazon cut deal apple anyway give thumb star rating get one wont buyer remorse,['quality']
Just plug in and go. Very easy to use right out of the box. Speaker seems to be great quality.,5,positive,plug go easy use right box speaker seems great quality,['quality']
"I'm a techie. I love cool products.The Echo is a wonderful addition to the home automation revolution.Besides the home automation benefits, the sound quality is superb for the size. I love being able to play music, change the volume, and get updates all via voice. I would like to see some additional updates to how you can interact (without having to say Amazon or Alexa to trigger).Recommend it highly!!!",5,positive,im techie love cool productsthe echo wonderful addition home automation revolutionbesides home automation benefit sound quality superb size love able play music change volume get update via voice would like see additional update interact without say amazon alexa triggerrecommend highly,['quality']
"I am an Amazon fanboy. I'll say it right up front. This device, although nice, currently has limited functions, especially considering the $200 price tag. So until more useful functions (linking to Google Now for instance) are added, I can only give my Echo as much as it pains me to do so, an average rating. Nice to have if you have extra cash sitting around and you don't mind waiting so see if useful functions will be added, but without Android syncing and functions,or the ability to control for example,TV channels, it's far from Amazon's usual ""gotta have it right now!"" category.",3,neutral,amazon fanboy ill say right front device although nice currently limited function especially considering price tag useful function linking google instance added give echo much pain average rating nice extra cash sitting around dont mind waiting see useful function added without android syncing functionsor ability control exampletv channel far amazon usual gotta right category,['price']
"Amazon EchoPros:1.Amazing speakers and voice recognition. I can be 30 plus feet away and communicate with the Echo.2. Speaker system in the unit is much nicer then anticipated. I compare it with the UEBoom device.3. The Amazon Echo App is very easy to manage and add in different functions to access. So many different programed commands with the unit that you will not even know where to begin.4. The design of the unit is very nice. Solid from top to bottom. Quick summary of pros:If you are looking for a unit to respond quickly to the weather, playlists, talk radio, and reading of non-audio books back to you. You will love this unit. I was not a believer prior to purchasing the device. Alexa is much more then just a novelty. Cons:1. The amazon Echo is stationary. If you unplug the unit you have to take the cable with you to plug the unit in the new place. So if you want the unit on a deck or a back yard table make sure you have an extension cord or an outdoor plug.2. If you don't subscribe to Amazon Prime then half of the units greatest options are nonexistent. With Amazon prime you can establish or use preexisting playlist from the Amazon music store. Also, if you have books you have purchased through amazon kindle app you can pull up those books on the Echo and have them played back to you. You can use Spotify as a secondary option but it require addition work on your part to set up playlists.3. The voice commands are clumsy. What I mean by this is; you have to ask the question exactly like it says in the echo app. Some examples are, ""Alexa, What is the weather like in Manchester England?"", ""Alexa, ask PGA tour for the round leader."", or ""Alexa play the best of the 90's play list from Amazon Music?"". If you miss the ask blank. She will come back with I don't understand the question. Cons summary:These may not seem to be a big deal but not having prime or not remembering the commands exactly will limit the Echo's capacity. The unit is meant to simply your life not make if more difficult for you to remember robotic questions. Overall;If you have or plan to subscribe to Amazon Prime, then this unit will provide you with some very nice simple moments. My family does and the Echo is used everyday from playing music from amazon prime, to finding out the weather, to seeing if our commute to work has any traffic to worry about. If 179.99 is not a lot of money to you for a more hands free toy. Then this is the unit for you.I hope this helps.",4,positive,amazon echoprosamazing speaker voice recognition plus foot away communicate echo speaker system unit much nicer anticipated compare ueboom device amazon echo app easy manage add different function access many different programed command unit even know begin design unit nice solid top bottom quick summary prosif looking unit respond quickly weather playlist talk radio reading nonaudio book back love unit believer prior purchasing device alexa much novelty con amazon echo stationary unplug unit take cable plug unit new place want unit deck back yard table make sure extension cord outdoor plug dont subscribe amazon prime half unit greatest option nonexistent amazon prime establish use preexisting playlist amazon music store also book purchased amazon kindle app pull book echo played back use spotify secondary option require addition work part set playlist voice command clumsy mean ask question exactly like say echo app example alexa weather like manchester england alexa ask pga tour round leader alexa play best play list amazon music miss ask blank come back dont understand question con summarythese may seem big deal prime remembering command exactly limit echo capacity unit meant simply life make difficult remember robotic question overallif plan subscribe amazon prime unit provide nice simple moment family echo used everyday playing music amazon prime finding weather seeing commute work traffic worry lot money hand free toy unit youi hope help,['design']
"This is my second Echo. The first one I purchased at Home Depot for 139. I knocked it off my nightstand a few times with no damage. The last time it fell, it completely died. So now it's just after Christmas and they are few and far between to purchase one. Amazon has a back order for almost a month for 179 and eBay tries to rape you with prices up to 300. I finally gave in and purchased one for 200. I love the Echo and all the accessories that you can purchase for it. BEWARE, buy a stand or wall mount for your Echo and protect your investment. My mistake the first time. If you have pets, you can count on it being knocked over. There are too many components inside the Echo to be abused. That is all.",5,positive,second echo first one purchased home depot knocked nightstand time damage last time fell completely died christmas far purchase one amazon back order almost month ebay try rape price finally gave purchased one love echo accessory purchase beware buy stand wall mount echo protect investment mistake first time pet count knocked many component inside echo abused,['price']
"When I originally wrote this review this remote shipped with the Amazon Echo. Since that time Amazon has made it a separate purchase and dropped the retail price of the Echo by twenty bucks. I purchased my Echo via the Prime invitation for ninety-nine dollars, and at that time it came with this remote, but as stated - it's now only sold as a separate accessory and DOES NOT ship with the current Amazon Echo offered for sale on Amazon for one seventy-nine at the time of this review revision (12/6/15).-----------------------------------This is an excellent accessory for Amazon Echo owners, but please note you cannot pair more than 1 Amazon Echo remote with the Echo at one time.The remote comes with a magnetic cradle which is very handy for storage. (I have my Amazon Echo in my home office, and I store my remote on the magnetic holder which is attached to the side of a wire shelving unit. The remote will not just magnetically attach to metal devices without the holder however.------------------------------------------------What I have found is that using the remote becomes necessary in these scenarios:1. I'm in another room and I want to direct the Amazon Echo to change music or adjust the volume of music that's playing. (Change album, forward to the next song, have the Echo start playing another Amazon playlist from Prime Music, etc...).2. I want to add something to my Shopping List or To Do list when I'm in another room. I pick up the remote and speak into it, having Alexa add those things which then become visible on my list on my smatphone using the Amazon Echo app.3. I want to know the weather before getting out of bed, but the Amazon Echo is in the other room and wouldn't be able to hear me ask.Read more",5,positive,originally wrote review remote shipped amazon echo since time amazon made separate purchase dropped retail price echo twenty buck purchased echo via prime invitation ninetynine dollar time came remote stated sold separate accessory ship current amazon echo offered sale amazon one seventynine time review revision excellent accessory amazon echo owner please note cannot pair amazon echo remote echo one timethe remote come magnetic cradle handy storage amazon echo home office store remote magnetic holder attached side wire shelving unit remote magnetically attach metal device without holder howeverwhat found using remote becomes necessary scenario im another room want direct amazon echo change music adjust volume music thats playing change album forward next song echo start playing another amazon playlist prime music etc want add something shopping list list im another room pick remote speak alexa add thing become visible list smatphone using amazon echo app want know weather getting bed amazon echo room wouldnt able hear askread,['price']
"This is a review for the echo itself since you can't leave a review for it yet. I received my echo March 24, 2015 and i love it! I requested an invitation for it back in the beginning of December 2014. I got an email from Amazon a month later offering me the option to purchase it in January. I am a prime member so I purchased it for 99 right after I got that email. It said it would be shipped out around the first week of April. However in March I received an email saying they were able to ship it out earlier and they did. So I waited 3 months from the time I requested it. I'm so glad I bought it back then because the price for prime members is now 149. Anyways I personally love the Echo. My 3 daughters love it more then I do. I have a 9, 6, and a 2.5 yr old and they all kno how to use it. My little one tries to say Alexa play Mimi (Minnie mouse) so she can hear the Mickey mouse clubhouse theme song. I primarily got this for my daughters. One of them is dyslexic and the other 2 are on the spectrum. So they need help with doing homework. Alexa comes in so handy for this especially with spelling. My dyslexic daughter mixes up letters so this feature helps her tremendously. Also being able to voice command Alexa to play a song at any time, really comes in handy when I'm trying to redirect my daughters, when they are having a melt down. My youngest is obsessed with Mickey so if I say Alexa play hot dog, my 2 yr old will freeze and change her focus to the music. So for these features make me happy! Also the music plays very clear and loud in my opinion. I didn't have any problems with the app until today. It did seem off today. However they are always updating things so I don't know if that's what caused it to be different.Read more",5,positive,review echo since cant leave review yet received echo march love requested invitation back beginning december got email amazon month later offering option purchase january prime member purchased right got email said would shipped around first week april however march received email saying able ship earlier waited month time requested im glad bought back price prime member anyways personally love echo daughter love yr old kno use little one try say alexa play mimi minnie mouse hear mickey mouse clubhouse theme song primarily got daughter one dyslexic spectrum need help homework alexa come handy especially spelling dyslexic daughter mix letter feature help tremendously also able voice command alexa play song time really come handy im trying redirect daughter melt youngest obsessed mickey say alexa play hot dog yr old freeze change focus music feature make happy also music play clear loud opinion didnt problem app today seem today however always updating thing dont know thats caused differentread,['price']
"Great sound quality and very sleek to fit into any room décor. Due to the price reduction during the holidays, I ranked it a 5 versus a 4 if the regular price was applicable to my purchase. Satisfied enough to purchase two Amazon Dots for my family as Christmas stuffers...which they loved.",5,positive,great sound quality sleek fit room dcor due price reduction holiday ranked versus regular price applicable purchase satisfied enough purchase two amazon dot family christmas stufferswhich loved,"['price', 'quality']"
"This is my second Echo. If you are NOT into home automation, the speaker is worth the price just as a speaker. However, if you have an amazon Prime membership, the Echo really shines with access to prime music and other Amazon services. It is also a good way to start into home automation. I personally have the wink Hub and Relays; Alexa (Echo´s Siri) integrates perfectly with Wink and IFTTT. I am placing Echos in rooms where I want Wireless music and the dots in the rest of the rooms to control my Smart devices from anywhere in the house.",5,positive,second echo home automation speaker worth price speaker however amazon prime membership echo really shine access prime music amazon service also good way start home automation personally wink hub relay alexa echo siri integrates perfectly wink ifttt placing echo room want wireless music dot rest room control smart device anywhere house,['price']
"Alexa really works. I was sceptical at first, now she is part of the family. I'm cooking , I have three different things on the go, microwave, stovetop, and outside on the grill; all need to be pulled off the heat at different times. No problem , I just ask Alexa to set timers for each item as I go along, awesome! Time to watch a movie now , "" Alexa turn off living room lights "" The lights dim and she confirms with ""OK "" - nice. A little bit too warm, "" Alexa, set temperature to 69° "" The air-conditioner comes on ,magical . My nephew does not like what we are cooking, "" Alexa open Domino's "" she asks for my order choice, within seconds Dominos has the order, paid for , arrives on time . This is truly one of the coolest devices I have ever purchased . I almost forgot, anytime I want to hear a piece of music that I loved from my past I just call it out and she can pull it up right there and then I can listen to it, in near Bose quality sound , Magic!!!!",5,positive,alexa really work sceptical first part family im cooking three different thing go microwave stovetop outside grill need pulled heat different time problem ask alexa set timer item go along awesome time watch movie alexa turn living room light light dim confirms ok nice little bit warm alexa set temperature airconditioner come magical nephew like cooking alexa open domino asks order choice within second domino order paid arrives time truly one coolest device ever purchased almost forgot anytime want hear piece music loved past call pull right listen near bose quality sound magic,['quality']
"I have been watching the reviews online and checking with friends that have purchased the Echo to see how much they liked or disliked its features. Last person I talked to went on and on about all the things there were using it for and that persuaded me it was time and Amazon Prime Day was the perfect opportunity to go for it. Amazon did a fantastic job of creating this tubular info-taining command center! There are so many cool and awesome things its able to do that I'll hit the highlights that work for our household. First, we love that it follows your voice in the room (the circle lighting will show which direction it is 'listening'), the speaker is wonderfully balanced, so whether listening to music, the news or to Alexa speaking, I have nothing but high marks for its sound quality, given its size. Next, set up (after downloading the app to our iPhones) was quick, easy and very intuitive. The more you look over the app, the more you will realize a world of 'skills' that the unit is able to perform once they are turned on and you master the right sequence of keywords to initialize them. We've added things to shopping lists, while asking about the weather and our calendar of events and then asked Alexa to change the temp of our Nest thermostats in various parts of the house, simply by saying her name and then our commands, sometimes sitting in the living room or simply pass through - she is always there listening and ready. We've ordered some LED programmable lights and I can hardly wait for Alexa to help set the mood in the house, room to room, all from a simple voice request. Even though we are fairly tech savvy and have phone, tablets and watches that can control devices, its HUGE to just ask for something and a pleasant voice setting it in motion.I am a regular Amazon Prime shopper and reviewer, if my review helped you in making up your mind about whether to purchase the Echo, please mark the ‘Helpful’ button, it tells Amazon that folks are in fact reading reviews like this. Thanks!",5,positive,watching review online checking friend purchased echo see much liked disliked feature last person talked went thing using persuaded time amazon prime day perfect opportunity go amazon fantastic job creating tubular infotaining command center many cool awesome thing able ill hit highlight work household first love follows voice room circle lighting show direction listening speaker wonderfully balanced whether listening music news alexa speaking nothing high mark sound quality given size next set downloading app iphones quick easy intuitive look app realize world skill unit able perform turned master right sequence keywords initialize weve added thing shopping list asking weather calendar event asked alexa change temp nest thermostat various part house simply saying name command sometimes sitting living room simply pas always listening ready weve ordered led programmable light hardly wait alexa help set mood house room room simple voice request even though fairly tech savvy phone tablet watch control device huge ask something pleasant voice setting motioni regular amazon prime shopper reviewer review helped making mind whether purchase echo please mark helpful button tell amazon folk fact reading review like thanks,['quality']
"We are having so much fun with the Echo. Alexa plays our favorite music we've saved in our library…finds new songs, gives us news updates and weather reports. I know she does much more but we have not had the time to experiment…..The sound quality is great. After we bought ours, I bought a second one for a Christmas Gift.",5,positive,much fun echo alexa play favorite music weve saved libraryfinds new song give u news update weather report know much time experimentthe sound quality great bought bought second one christmas gift,['quality']
"I bought the Amazon Echo for my husband because he loves music. I was expecting the sound to be okay, but not for it to sound as good as it does. The speakers are of excellent quality. He is very pleased with the quality of the sound, as am I.Even though we use the Amazon Echo for mostly playing music, telling the forecast and adding items to our shopping list, to be perfectly honest, I’d love to have another one because we all use her all over the house and I hate having to unplug and move her.",5,positive,bought amazon echo husband love music expecting sound okay sound good speaker excellent quality pleased quality sound ieven though use amazon echo mostly playing music telling forecast adding item shopping list perfectly honest id love another one use house hate unplug move,['quality']
"After experimenting for several months with an Echo Dot, I decided to take the plunge when the Echo showed up online at a deep discount. Like the Dot, setup was easy. Sound quality is awesome. Sometimes it works too good as it listens to everything all the time. It’s going to be fun to use just the same.",5,positive,experimenting several month echo dot decided take plunge echo showed online deep discount like dot setup easy sound quality awesome sometimes work good listens everything time going fun use,['quality']
"I normally do not write reviews but this device warrants one. Could not be happier with overall performance and capabilities, especially in controlling home automation devices.",5,positive,normally write review device warrant one could happier overall performance capability especially controlling home automation device,['performance']
I was looking everywhere for this because I lost my charger for my fire stick and i finally found it at best buy. It was a great price and works perfectly!,5,positive,looking everywhere lost charger fire stick finally found best buy great price work perfectly,['price']
"pretty convenient to have another cable to charge the kindle,, great price and ready to have it on hand",4,positive,pretty convenient another cable charge kindle great price ready hand,['price']
I found that I was immediately sked by a staff member if I needed help. I received good advice and shown similar alternative products. What I bought was perfect for what I wanted. The price was quite reasonable.,5,positive,found immediately sked staff member needed help received good advice shown similar alternative product bought perfect wanted price quite reasonable,['price']
"After purchasing 2 different ""brand X"" charges at a lower cost, and having both of them fail after a couple weeks of use, I purchased this OEM charger (made by Amazon) for our Kindle Fire. Not only does it work well (continuously) but it fully charges the unit in a matter of 2 hours, instead of overnight charging being required. Still works great, and well worth the few dollars extra in price!",5,positive,purchasing different brand x charge lower cost fail couple week use purchased oem charger made amazon kindle fire work well continuously fully charge unit matter hour instead overnight charging required still work great well worth dollar extra price,['price']
Bought this to use with my kindle voyage and I love it. It charges my Kindle in 3 hours or less sometimes and the battery lasts for weeks.,5,positive,bought use kindle voyage love charge kindle hour less sometimes battery last week,['battery']
Hey--It works. I prefer to get a battery recharge direct from the source instead of from my computer. The cord is convenient.,5,positive,heyit work prefer get battery recharge direct source instead computer cord convenient,['battery']
"As a standalone charger, this one does pretty good and I like the versatility to charge other items with the USB female plug vs. something hardwired that allows me to charge other USB-type devices in addition to something that uses a micro USB port.Charging time is faster for a Kindle Fire vs. my regular e-Ink Kindle charger, but since I haven't - and rarely - fully drain one of my Fires I cannot comment on the faster aspect for charging a Fire: I just know it works, and it does seem to charge my phone faster than the plug that came from Verizon. Thats not a shocker as this one is 9 watts vs. 5 for the normal charger.This is a replacement model to the original 9W PowerFast charger. Rather than the prior models square look this one is longer in a rectangular form and sticks out further from the socket. That seems to add more clutter to a wall socket. This years model also has rigid prongs (what you stick into the electrical socket) vs. the fold-down version of the prior model that gives it a lower profile. I didnt think too much of it at first, but the longer profile of the rectangular design, in addition to the electrical prongs not folding down into the charger, means it takes up a little bit more room in my laptop bag. Thats not good for me as now it wont fit in a side pocket for my brand of laptop bag and goes into the general pile of stuff that floats around in the main bag.19.99 seems to be a lot for an adapter of this power size, and it is: despite my comments on the changes above, the PowerFast chargers Amazon makes do seem to last. Ive never had one break as other brands do, I just keep leaving them in random hotels and airports while traveling and have to buy another! If you are looking for a solid and longer-lasting charger for your tablet, I would recommend this one.",4,positive,standalone charger one pretty good like versatility charge item usb female plug v something hardwired allows charge usbtype device addition something us micro usb portcharging time faster kindle fire v regular eink kindle charger since havent rarely fully drain one fire cannot comment faster aspect charging fire know work seem charge phone faster plug came verizon thats shocker one watt v normal chargerthis replacement model original w powerfast charger rather prior model square look one longer rectangular form stick socket seems add clutter wall socket year model also rigid prong stick electrical socket v folddown version prior model give lower profile didnt think much first longer profile rectangular design addition electrical prong folding charger mean take little bit room laptop bag thats good wont fit side pocket brand laptop bag go general pile stuff float around main bag seems lot adapter power size despite comment change powerfast charger amazon make seem last ive never one break brand keep leaving random hotel airport traveling buy another looking solid longerlasting charger tablet would recommend one,['design']
I bought this charger Nov 28 2015. It's now Jan 1 2016 (a little over a month later) and the device doesn't charge my kindle any longer. I have the kindle shutdown and allow it to be plugged in for multiple hours. After I take the charger off and start to use my Kindle within 30 minutes I see the Low Battery message. If I use the charger that came with my Kindle for the same amount of time I don't see the Low Battery message as quickly as I did with this charger. Not sure what's going on but makes me think I have a faulty device -- costs a lot of money for something that doesn't work any longer than 1 month,1,negative,bought charger nov jan little month later device doesnt charge kindle longer kindle shutdown allow plugged multiple hour take charger start use kindle within minute see low battery message use charger came kindle amount time dont see low battery message quickly charger sure whats going make think faulty device cost lot money something doesnt work longer month,['battery']
Truly I should have tried to get a refund. I threw out the packaging before I realized how poorly it works. This charger only works every third day when held at a particular angle. The planets almost need to align for it to charge my Kindle. Complete disappointment.,1,negative,truly tried get refund threw packaging realized poorly work charger work every third day held particular angle planet almost need align charge kindle complete disappointment,['packaging']
"This fast charger gets my Kindle HD up to 100 in about two hours much, much faster than the regular 5W charger.-It doesnt hog two outlets when you plug it in. This new design is taller and narrower than the old square charger so it doesnt cover two outlets in a power strip. Its about 2.5 tall, 1.5 wide, and 1 deep.-It has a USB socket. You can use any Kindle micro-to-USB cable of any length. I use the economical AmazonBasics Micro-USB to USB Cable - 6 Feet with no problem.-It charges my Kindle HD from 25 to 100 in about two hours.My only quibble about it is that the two power prongs dont fold into the body of the charger for storage as they did with the old version. But thats just a quibble.",5,positive,fast charger get kindle hd two hour much much faster regular w chargerit doesnt hog two outlet plug new design taller narrower old square charger doesnt cover two outlet power strip tall wide deepit usb socket use kindle microtousb cable length use economical amazonbasics microusb usb cable foot problemit charge kindle hd two hoursmy quibble two power prong dont fold body charger storage old version thats quibble,['design']
"I had a problem with my Kindle not charging, Turns out I needed a new charger and cable. Everything is perfect now. Thank you Amazon for great customer service and for providing me with the charger and cable. Your support representatives are excellent.",5,positive,problem kindle charging turn needed new charger cable everything perfect thank amazon great customer service providing charger cable support representative excellent,['support']
My kindle battery seemed to last a really short time. I contacted Amazon support and they suggested to try this charger. It did help. Now the kindle lasts more than 2 hours.,5,positive,kindle battery seemed last really short time contacted amazon support suggested try charger help kindle last hour,"['battery', 'support']"
"Not the best case Amazon has ever put out! I have a number of other Amazon brand Kindle and Kindle Fire cases for my various Kindle devices and this is the least effective of the bunch. It doesn't stand in any position, so I can't use my 6 hands free. It also doesn't line up properly when closed, so the Fire seems to come out of sleep mode, thus draining the battery more quickly. And finally, I have discovered that I do prefer the leather covers over whatever material this is made from. I understand that the cost of a leather case would probably be half the cost of the Kindle Fire HD 6...not that this case was any bargain at 30!!",2,negative,best case amazon ever put number amazon brand kindle kindle fire case various kindle device least effective bunch doesnt stand position cant use hand free also doesnt line properly closed fire seems come sleep mode thus draining battery quickly finally discovered prefer leather cover whatever material made understand cost leather case would probably half cost kindle fire hd case bargain,['battery']
I thought I was getting a fast charger for the price I paid for this! It was 20 for this slow charger...the same price amazon charges for the fast charger. This charger should have been included with my Paperwhite...buyer beware this is way overpriced and should be free with the purchase od a kindle!!!,1,negative,thought getting fast charger price paid slow chargerthe price amazon charge fast charger charger included paperwhitebuyer beware way overpriced free purchase od kindle,['price']
"I dont own this, first off. But 1 amp wont charge anything very quickly, and I only write this review because they advertised it on my Fire. The price is 19.99 as of this advert, and thats way out of line for a 1 amp charger.",2,negative,dont first amp wont charge anything quickly write review advertised fire price advert thats way line amp charger,['price']
Item arrived within estimated delivery date. Package received in good condition. Product performs as advertised in its description.I feel it is a must for kindle owners or any e-reader for that matter. I find myself reading in areas far out of reach of my computer so having an outlet charger becomes a necessity. I would recommend it to any kindle owner.,4,positive,item arrived within estimated delivery date package received good condition product performs advertised descriptioni feel must kindle owner ereader matter find reading area far reach computer outlet charger becomes necessity would recommend kindle owner,['delivery']
"We bought this because we thought it would be great for reading books and playing a few games. However, awkward size makes the device very weird to hold and generally not enjoyable. The Fire HD 8 shares the exact same specs and has a higher battery life. There's almost no reason to take this device over the 8.",3,neutral,bought thought would great reading book playing game however awkward size make device weird hold generally enjoyable fire hd share exact spec higher battery life there almost reason take device,['battery']
Picture quality is very clear good size to take with me.I wished i would found a cover for this model at the store. Universal model does not work as to I have to take cover off to use camera,4,positive,picture quality clear good size take mei wished would found cover model store universal model work take cover use camera,['quality']
Great Tablet.Performs very well so far.Pictures and graphics are of very good quality.,4,positive,great tabletperforms well farpictures graphic good quality,['quality']
